#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq
GCA_000979195.1	PRJNA242781	SAMN02708936	JJQM00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.A.2.3		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/195/GCA_000979195.1_gtlEnvA5udCFS	
GCA_000979205.1	PRJNA242781	SAMN02708937	JJQO00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.A.2.7		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/205/GCA_000979205.1_gtlEnvA5udCFS	
GCA_000979255.1	PRJNA242781	SAMN02708938	JJQS00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.M.1A.2		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/255/GCA_000979255.1_gtlEnvA5udCFS	
GCA_000979265.1	PRJNA242781	SAMN02708980	JJQU00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.M.2.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/265/GCA_000979265.1_gtlEnvA5udCFS	
GCA_000979275.1	PRJNA242781	SAMN02708939	JJQV00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.M.2.2		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/275/GCA_000979275.1_gtlEnvA5udCFS	
GCA_000979335.1	PRJNA242781	SAMN02708960	JJOR00000000.1	na	2209	2209	Methanosarcina mazei	strain=2.F.A.2.3		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/335/GCA_000979335.1_gtlEnvA5udCFS	
GCA_000979345.1	PRJNA242781	SAMN02708981	JJOS00000000.1	na	2209	2209	Methanosarcina mazei	strain=2.F.A.2.4		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/345/GCA_000979345.1_gtlEnvA5udCFS	
GCA_000979375.1	PRJNA242781	SAMN02708943	JJOT00000000.1	na	2209	2209	Methanosarcina mazei	strain=2.F.T.0.2		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/375/GCA_000979375.1_gtlEnvA5udCFS	
GCA_000979495.1	PRJNA242781	SAMN02708982	JJPA00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.F.A.1A.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/495/GCA_000979495.1_gtlEnvA5udCFS	
GCA_000979505.1	PRJNA242781	SAMN02708983	JJPC00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.F.A.1B.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/505/GCA_000979505.1_gtlEnvA5udCFS	
GCA_000979515.1	PRJNA242781	SAMN02708975	JJPD00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.F.A.2.12		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/515/GCA_000979515.1_gtlEnvA5udCFS	
GCA_000979555.1	PRJNA242781	SAMN02708976	JJPE00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.F.A.2.3		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/555/GCA_000979555.1_gtlEnvA5udCFS	
GCA_000979575.1	PRJNA242781	SAMN02708946	JJPG00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.F.A.2.6		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/575/GCA_000979575.1_gtlEnvA5udCFS	
GCA_000979585.1	PRJNA242781	SAMN02708947	JJPH00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.F.A.2.7		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/585/GCA_000979585.1_gtlEnvA5udCFS	
GCA_000979595.1	PRJNA242781	SAMN02708948	JJPJ00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.F.T.1A.2		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/595/GCA_000979595.1_gtlEnvA5udCFS	
GCA_000979635.1	PRJNA242781	SAMN02708949	JJPK00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.F.T.1A.4		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/635/GCA_000979635.1_gtlEnvA5udCFS	
GCA_000979655.1	PRJNA242781	SAMN02708984	JJPM00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.H.A.1A.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/655/GCA_000979655.1_gtlEnvA5udCFS	
GCA_000979665.1	PRJNA242781	SAMN02708986	JJPL00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.F.T.2.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/665/GCA_000979665.1_gtlEnvA5udCFS	
GCA_000979675.1	PRJNA242781	SAMN02708962	JJPN00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.H.A.1A.2		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/675/GCA_000979675.1_gtlEnvA5udCFS	
GCA_000979685.1	PRJNA242781	SAMN02708963	JJPP00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.H.A.2.4		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/685/GCA_000979685.1_gtlEnvA5udCFS	
GCA_000979735.1	PRJNA242781	SAMN02708950	JJPQ00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.H.A.2.5		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/735/GCA_000979735.1_gtlEnvA5udCFS	
GCA_000979745.1	PRJNA242781	SAMN02708977	JJPS00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.H.A.2.8		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/745/GCA_000979745.1_gtlEnvA5udCFS	
GCA_000979755.1	PRJNA242781	SAMN02708952	JJPT00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.H.M.1A.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/755/GCA_000979755.1_gtlEnvA5udCFS	
GCA_000979765.1	PRJNA242781	SAMN02708953	JJPV00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.H.M.1B.2		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/765/GCA_000979765.1_gtlEnvA5udCFS	
GCA_000979815.1	PRJNA242781	SAMN02708955	JJPY00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.H.T.1A.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/815/GCA_000979815.1_gtlEnvA5udCFS	
GCA_000979825.1	PRJNA242781	SAMN02708965	JJPZ00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.H.T.1A.2		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/825/GCA_000979825.1_gtlEnvA5udCFS	
GCA_000979845.1	PRJNA242781	SAMN02708933	JJQB00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.F.A.1B.3		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/845/GCA_000979845.1_gtlEnvA5udCFS	
GCA_000979855.1	PRJNA242781	SAMN02708966	JJQC00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.F.A.1B.4		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/855/GCA_000979855.1_gtlEnvA5udCFS	
GCA_000979895.1	PRJNA242781	SAMN02708934	JJQF00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.A.0.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/895/GCA_000979895.1_gtlEnvA5udCFS	
GCA_000979915.1	PRJNA242781	SAMN02708957	JJQG00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.A.1A.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/915/GCA_000979915.1_gtlEnvA5udCFS	
GCA_000979925.1	PRJNA242781	SAMN02708969	JJQJ00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.A.1A.6		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/925/GCA_000979925.1_gtlEnvA5udCFS	
GCA_000979935.1	PRJNA242781	SAMN02708978	JJQK00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.A.2.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/935/GCA_000979935.1_gtlEnvA5udCFS	
GCA_000979995.1	PRJNA242781	SAMN02708979	JJQN00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.A.2.6		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/979/995/GCA_000979995.1_gtlEnvA5udCFS	
GCA_000980005.1	PRJNA242781	SAMN02708958	JJQP00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.A.2.8		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000980005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/980/005/GCA_000980005.1_gtlEnvA5udCFS	
GCA_000980025.1	PRJNA242781	SAMN02708970	JJQQ00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.M.0.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000980025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/980/025/GCA_000980025.1_gtlEnvA5udCFS	
GCA_000980055.1	PRJNA242781	SAMN02708959	JJQR00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.M.1A.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000980055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/980/055/GCA_000980055.1_gtlEnvA5udCFS	
GCA_000980075.1	PRJNA242781	SAMN02708940	JJQW00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.M.2.3		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000980075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/980/075/GCA_000980075.1_gtlEnvA5udCFS	
GCA_000980085.1	PRJNA242781	SAMN02708971	JJQT00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.M.1A.3		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000980085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/980/085/GCA_000980085.1_gtlEnvA5udCFS	
GCA_000980105.1	PRJNA242781	SAMN02708972	JJQX00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.M.2.4		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000980105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/980/105/GCA_000980105.1_gtlEnvA5udCFS	
GCA_000980135.1	PRJNA242781	SAMN02708973	JJQZ00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.T.2.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000980135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/980/135/GCA_000980135.1_gtlEnvA5udCFS	
GCA_000980155.1	PRJNA242781	SAMN02708941	JJRA00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.T.2.3		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000980155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/980/155/GCA_000980155.1_gtlEnvA5udCFS	
GCA_000980175.1	PRJNA242781	SAMN02708942	JJRB00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.T.2.5		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000980175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/980/175/GCA_000980175.1_gtlEnvA5udCFS	
GCA_001315865.1	PRJDB784	SAMD00000479	BBBC00000000.1	na	1293038	2209	Methanosarcina mazei JCM 9314	strain=JCM 9314		latest	Contig	Major	Full	2015/10/02	ASM131586v1	The University of Tokyo	GCF_001315865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/315/865/GCA_001315865.1_ASM131586v1	many frameshifted proteins
GCA_000969885.1	PRJNA230961	SAMN03074597		representative genome	523844	2210	Methanosarcina thermophila TM-1	strain=TM-1		latest	Complete Genome	Major	Full	2015/04/07	ASM96988v1	University of Illinois at Urbana-Champaign	GCF_000969885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/969/885/GCA_000969885.1_ASM96988v1	
GCA_000969925.1	PRJNA230959	SAMN03074595		na	1434121	2210	Methanosarcina thermophila CHTI-55	strain=CHTI-55		latest	Complete Genome	Major	Full	2015/04/07	ASM96992v1	University of Illinois at Urbana-Champaign	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/969/925/GCA_000969925.1_ASM96992v1	missing tRNA genes
GCA_000007345.1	PRJNA290	SAMN03081414		representative genome	188937	2214	Methanosarcina acetivorans C2A	strain=C2A		latest	Complete Genome	Major	Full	2002/04/03	ASM734v1	Broad Institute	GCF_000007345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/345/GCA_000007345.1_ASM734v1	
GCA_000969905.1	PRJNA230962	SAMN03074598		representative genome	1434123	2215	Methanosarcina vacuolata Z-761	strain=Z-761		latest	Complete Genome	Major	Full	2015/04/07	ASM96990v1	University of Illinois at Urbana-Champaign	GCF_000969905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/969/905/GCA_000969905.1_ASM96990v1	
GCA_000504205.1	PRJNA81435	SAMN02597164	AZAJ00000000.1	representative genome	1090322	2221	Methanolobus tindarius DSM 2278	strain=DSM 2278		latest	Contig	Major	Full	2013/12/05	ASM50420v1	JGI	GCF_000504205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/504/205/GCA_000504205.1_ASM50420v1	
GCA_000204415.1	PRJNA63185	SAMN02604263		representative genome	990316	2223	Methanosaeta concilii GP6	strain=GP6		latest	Complete Genome	Major	Full	2011/04/15	ASM20441v1	University of Wisconsin-Parkside	GCF_000204415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/415/GCA_000204415.1_ASM20441v1	
GCA_000014945.1	PRJNA15765	SAMN02598350		na	349307	2224	Methanosaeta thermophila PT	strain=PT		latest	Complete Genome	Major	Full	2006/10/25	ASM1494v1	US DOE Joint Genome Institute	GCF_000014945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/945/GCA_000014945.1_ASM1494v1	missing tRNA genes
GCA_000765475.1	PRJNA260970	SAMN03067868	JRHO00000000.1	representative genome	2226	2226	Methanococcoides methylutens	strain=DSM 2657		latest	Contig	Major	Full	2014/10/10	Mmet_Version1	King Abdullah University of Science and Technology (KAUST)	GCF_000765475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/765/475/GCA_000765475.1_Mmet_Version1	
GCA_000970325.1	PRJNA230935	SAMN03074571		representative genome	1434104	2226	Methanococcoides methylutens MM1	strain=MM1		latest	Complete Genome	Major	Full	2015/04/07	ASM97032v1	University of Illinois at Urbana-Champaign	GCF_000970325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/325/GCA_000970325.1_ASM97032v1	
GCA_000008665.1	PRJNA104	SAMN02603985		representative genome	224325	2234	Archaeoglobus fulgidus DSM 4304	strain=DSM 4304		latest	Complete Genome	Major	Full	1999/12/22	ASM866v1	TIGR	GCF_000008665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/665/GCA_000008665.1_ASM866v1	
GCA_000734035.1	PRJNA208006	SAMN03081472		na	1344584	2234	Archaeoglobus fulgidus DSM 8774	strain=DSM 8774		latest	Complete Genome	Major	Full	2014/07/28	ASM73403v1	University Bergen	GCF_000734035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/734/035/GCA_000734035.1_ASM73403v1	
GCA_001508745.1	PRJNA278302	SAMN03445115	LGEQ00000000.1	na	2234	2234	Archaeoglobus fulgidus		49_95	latest	Contig	Major	Full	2016/01/08	ASM150874v1	Lawrence Berkeley National Lab	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/745/GCA_001508745.1_ASM150874v1	derived from metagenome
GCA_001508815.1	PRJNA278302	SAMN03445123	LGEX00000000.1	na	2234	2234	Archaeoglobus fulgidus		49_2300	latest	Contig	Major	Full	2016/01/08	ASM150881v1	Lawrence Berkeley National Lab	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/815/GCA_001508815.1_ASM150881v1	derived from metagenome
GCA_000011085.1	PRJNA105	SAMN02603385		na	272569	2238	Haloarcula marismortui ATCC 43049	strain=ATCC 43049		latest	Complete Genome	Major	Full	2004/11/02	ASM1108v1	Institute for Systems Biology	GCF_000011085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/085/GCA_000011085.1_ASM1108v1	
GCA_000006805.1	PRJNA217	SAMN02604216		na	64091	2242	Halobacterium salinarum NRC-1	strain=NRC-1; ATCC 700922		latest	Complete Genome	Major	Full	2001/01/09	ASM680v1	University of Massachusetts-Amherst, University of Washington	GCF_000006805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/805/GCA_000006805.1_ASM680v1	
GCA_000069025.1	PRJNA106	SAMEA3138275		representative genome	478009	2242	Halobacterium salinarum R1	strain=DSM 671 = R1		latest	Complete Genome	Major	Full	2008/02/12	ASM6902v1	Max Planck Institute	GCF_000069025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/069/025/GCA_000069025.1_ASM6902v1	
GCA_000025685.1	PRJNA12524	SAMN02604027		na	309800	2246	Haloferax volcanii DS2	strain=DS2		latest	Complete Genome	Major	Full	2010/03/23	ASM2568v1	TIGR	GCF_000025685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/685/GCA_000025685.1_ASM2568v1	
GCA_000337315.1	PRJNA174947	SAMN02471619	AOHU00000000.1	na	309800	2246	Haloferax volcanii DS2	strain=DS2		latest	Contig	Major	Full	2013/02/04	ASM33731v1	University of California, Davis	GCF_000337315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/315/GCA_000337315.1_ASM33731v1	
GCA_000022205.1	PRJNA18455	SAMN02598407		na	416348	2247	Halorubrum lacusprofundi ATCC 49239	strain=ATCC 49239		latest	Complete Genome	Major	Full	2009/02/04	ASM2220v1	US DOE Joint Genome Institute (JGI-PGF)	GCF_000022205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/205/GCA_000022205.1_ASM2220v1	
GCA_000337915.1	PRJNA174920	SAMN02471663	AOJE00000000.1	na	1227484	2248	Halorubrum saccharovorum DSM 1137	strain=DSM 1137		latest	Contig	Major	Full	2013/02/04	ASM33791v1	University of California, Davis	GCF_000337915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/915/GCA_000337915.1_ASM33791v1	
GCA_000700025.2	PRJNA248778	SAMN02803665	JNFH00000000.2	representative genome	2248	2248	Halorubrum saccharovorum	strain=H3		latest	Contig	Major	Full	2015/04/21	ASM70002v2	THE INSTITUTE OF CYTOLOGY AND GENETICS	GCF_000700025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/025/GCA_000700025.2_ASM70002v2	
GCA_000336695.1	PRJNA174897	SAMN02471675	AOMC00000000.1	representative genome	931277	2250	Halococcus morrhuae DSM 1307	strain=DSM 1307		latest	Contig	Major	Full	2013/02/04	ASM33669v1	University of California, Davis	GCF_000336695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/336/695/GCA_000336695.1_ASM33669v1	
GCA_000306765.2	PRJNA43185	SAMN02603397		representative genome	523841	2252	Haloferax mediterranei ATCC 33500	strain=CGMCC 1.2087		latest	Complete Genome	Major	Full	2014/05/27	ASM30676v2	Institute of Microbiology, Chinese Academy of Sciences	GCF_000306765.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/306/765/GCA_000306765.2_ASM30676v2	
GCA_000337295.1	PRJNA174886	SAMN02471643	AOLO00000000.1	na	523841	2252	Haloferax mediterranei ATCC 33500	strain=ATCC 33500		latest	Contig	Major	Full	2013/02/04	ASM33729v1	University of California, Davis	GCF_000337295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/295/GCA_000337295.1_ASM33729v1	
GCA_000685635.1	PRJNA238908	SAMN02724739		na	523841	2252	Haloferax mediterranei ATCC 33500	strain=ATCC 33500		latest	Chromosome	Major	Full	2014/05/08	ASM68563v1	University of Alicante	GCF_000685635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/685/635/GCA_000685635.1_ASM68563v1	
GCA_000336795.1	PRJNA174905	SAMN02471684	AOLH00000000.1	na	1230452	2254	Haloferax lucentense DSM 14919	strain=DSM 14919		latest	Contig	Major	Full	2013/02/04	ASM33679v1	University of California, Davis	GCF_000336795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/336/795/GCA_000336795.1_ASM33679v1	
GCA_000026045.1	PRJNA15742	SAMEA3138222		representative genome	348780	2257	Natronomonas pharaonis DSM 2160	strain=Gabara		latest	Complete Genome	Major	Full	2005/09/28	ASM2604v1	Max Planck Institute	GCF_000026045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/026/045/GCA_000026045.1_ASM2604v1	
GCA_000007305.1	PRJNA287	SAMN02604284		representative genome	186497	2261	Pyrococcus furiosus DSM 3638	strain=DSM 3638		latest	Complete Genome	Major	Full	2002/02/27	ASM730v1	Utah Genome Center	GCF_000007305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/305/GCA_000007305.1_ASM730v1	
